Siruta,Y_c1,Y_c2
12876,-0.05060645464775118,-5.288465492769564e-05
12912,-0.13079124643008644,-5.2843221755152695e-05
12920,-0.10262545508995287,-5.285777561338819e-05
12938,-0.1008468194776434,-5.285869467190768e-05
13169,4.137788033884239,-5.504888666880713e-05
13187,0.08639721724288123,-5.295544761355665e-05
13276,0.017956293476068752,-5.2920082745252946e-05
13301,0.6720312662493264,-5.325805707413708e-05
13365,-0.04207874965722631,-5.2889061372657154e-05
13392,0.20127758590095193,-5.3014808722254445e-05
13490,0.7304094981273194,-5.328822233754932e-05
13524,-0.06576140465948394,-5.287682404548997e-05
13622,0.6447426102796467,-5.324395645034769e-05
13668,0.08929663693965967,-5.2956945804863775e-05
13757,0.059985696643655606,-5.294180022402874e-05
13819,-0.022416298436216116,-5.28992213757811e-05
13891,-0.13164401692913894,-5.28427811106354e-05
13935,-0.07426474477860733,-5.287243019036832e-05
13999,-0.0883720053200756,-5.286514067140397e-05
14049,-0.10995928138180427,-5.285398607071962e-05
14085,-0.09936056232215193,-5.2859462652310434e-05
14165,-0.02112496025193663,-5.289988863743922e-05
14272,-0.07075620329679136,-5.2874243127714103e-05
14352,-0.12423709602308304,-5.284660842284357e-05
14405,-0.08449799076723714,-5.286714245640609e-05
14450,-0.05720933479755757,-5.2881243080298095e-05
14584,-0.06037676807975253,-5.2879606400741436e-05
14673,-0.11081205188085676,-5.285354542621579e-05
14726,-0.14236456034579875,-5.283724157983955e-05
14753,-0.12574771804997603,-5.28458278526083e-05
14851,-0.06941613536970888,-5.287493556907888e-05
14922,-0.094877425984276,-5.2861779183392417e-05
14940,-0.032210976739618966,-5.289416025898367e-05
15064,-0.11232267390774975,-5.285276485598053e-05
15108,0.10189327545423497,-5.2963454753578985e-05
15233,-0.07928390828731623,-5.286983668274564e-05
15313,-0.1155144720613462,-5.2851115586584e-05
15402,-0.09670479133938846,-5.286083494516627e-05
15448,-0.11873063508634413,-5.2849453727313745e-05
15493,-0.11276124159297672,-5.2852538238798476e-05
15554,-0.14204781701757926,-5.283740524778922e-05
15652,-0.1134921877350217,-5.285216054351357e-05
15741,-0.026728880674281544,-5.289699297360724e-05
15830,-0.07022017612595838,-5.2874520104268256e-05
15901,-0.041274708900976814,-5.288947683747472e-05
15983,-0.12345742013823506,-5.284701129782168e-05
16132,-0.11877936482914714,-5.28494285476483e-05
16285,-0.0942195744564355,-5.2862119109151615e-05
16329,-0.1474568184687122,-5.2834610302718914e-05
16365,-0.08345030129697269,-5.286768381964066e-05
16427,-0.1265517588062255,-5.28454123877838e-05
16454,-0.09309879037196654,-5.286269824192579e-05
16472,-0.10596344247195832,-5.285605080491289e-05
16506,-0.12236100092516758,-5.284757784074904e-05
16551,-0.09680225082499447,-5.286078458580762e-05
16613,-0.1142962284912712,-5.2851745078702524e-05
16659,-0.11419876900566521,-5.285179543807505e-05
16739,-0.11641597230320166,-5.2850649762373514e-05
16757,-0.030944003426740984,-5.2894814930812636e-05
16908,-0.05694132121214108,-5.2881381568575175e-05
16944,-0.10416044198824737,-5.285698245330653e-05
17049,-0.055820537127672105,-5.288196070134241e-05
17101,-0.056868226597936576,-5.288141933809416e-05
17209,-0.05733115915456507,-5.288118013108633e-05
17254,-0.02073512230951264,-5.290009007492817e-05
17334,-0.13098616540129843,-5.284312103640848e-05
17398,-0.11229830903634822,-5.2852777445799166e-05
17423,-0.12474875832251454,-5.284634403614968e-05
17496,-0.030895273683937973,-5.289484011048492e-05
17575,-0.11780476997308716,-5.284993214135716e-05
17619,-0.08023413827197472,-5.2869345678897045e-05
17726,-0.12011943275622962,-5.2848736106296976e-05
17771,-0.1347627204685309,-5.284116961079235e-05
17824,-0.1009199140918479,-5.2858656902381965e-05
17851,-0.03184550366859647,-5.289434910662623e-05
17913,-0.1456538179850012,-5.2835541951057455e-05
17968,-0.08688574816458412,-5.28659086518206e-05
18028,-0.011257187334329281,-5.2904987523760526e-05
18162,-0.1209234735124791,-5.284832064147247e-05
18242,-0.08393759872500269,-5.286743202279317e-05
18331,-0.0953403585409045,-5.2861539976377855e-05
18411,-0.10252799560434689,-5.285782597276071e-05
18475,-0.10898468652574426,-5.2854489664414606e-05
18527,-0.0226355822788296,-5.289910806718303e-05
18554,-0.11573375590395968,-5.285100227799298e-05
18581,-0.13037704361626096,-5.2843435782474886e-05
18670,-0.04634260215248875,-5.2886858150179865e-05
18741,-0.053700793315741624,-5.288305601765775e-05
18778,-0.04758521059396523,-5.288621606820086e-05
18858,-0.058403213496231066,-5.288062617800535e-05
18938,-0.09529162879810149,-5.286156515607064e-05
19007,-0.09526726392670001,-5.2861577745917447e-05
19114,-0.11237140365055273,-5.2852739676287324e-05
19141,-0.11027602471002378,-5.285382240275649e-05
19212,-0.13693119402326437,-5.284004911481135e-05
19249,-0.08483909896685815,-5.286696619861002e-05
19338,-0.04502689909680776,-5.288753800168459e-05
19392,-0.1222391765681601,-5.284764078995408e-05
19560,-0.10177268459090039,-5.285821625789202e-05
19631,-0.09641241288257048,-5.286098602328301e-05
19695,-0.10252799560434689,-5.285782597276071e-05
19793,-0.08198840901288271,-5.2868439210224365e-05
19999,-0.09146634398806604,-5.286354176136609e-05
20048,-0.14251074957420778,-5.283716604078812e-05
20055,-0.10148030613408239,-5.285836733600876e-05
20063,-0.09685098056779748,-5.286075940612871e-05
20297,4.638705425027669,-5.530772124630541e-05
20313,-0.03569515335003341,-5.289235991147061e-05
20359,-0.0018036172305474203,-5.290987238274763e-05
20411,-0.04561165601044376,-5.288723584546478e-05
20466,0.07031640211789147,-5.29471383173286e-05
20563,1.1125481411884397,-5.348568143140791e-05
20607,-0.041201614286772326,-5.288951460701432e-05
20670,-0.04190819555741582,-5.2889149501569064e-05
20778,0.3377208657493499,-5.308531184169431e-05
20821,0.4162001165335801,-5.3125863725278376e-05
20876,0.43218347217296393,-5.313412266210532e-05
20910,-0.044052304240747776,-5.288804159540018e-05
20965,0.15001389647219673,-5.298831969303119e-05
21007,-0.01805498645534768,-5.2901474957634075e-05
21098,-0.10925270011116077,-5.285435117614426e-05
21123,0.004311965491228965,-5.2913032433303425e-05
21196,0.02801898536488811,-5.292528235030664e-05
21249,-0.1152708233473312,-5.2851241485007954e-05
21338,-0.030139962670491495,-5.28952303956199e-05
21418,-0.03896004611783435,-5.289067287252776e-05
21454,-0.052117076674644144,-5.2883874357432616e-05
21506,0.01637257683497128,-5.291926440547452e-05
21560,-0.10006714359279542,-5.2859097546885794e-05
21597,-0.08447362589583567,-5.2867155046252476e-05
21668,-0.04410103398355079,-5.288801641572106e-05
21720,-0.07326578505114582,-5.2872946373909704e-05
21757,-0.037936721518971366,-5.2891201645929615e-05
21855,0.005116006247478459,-5.2913447898107214e-05
21891,-0.11383329593464271,-5.2851984285717506e-05
21971,-0.03396524748052693,-5.28932537902969e-05
22059,-0.08167166568466319,-5.286860287815974e-05
22111,-0.12272647399619008,-5.284738899310659e-05
22166,0.19004538018486064,-5.3009004804668396e-05
22237,-0.1009930087060524,-5.285861913285625e-05
22380,0.10547491155025544,-5.29653054604366e-05
22460,-0.03450127465135994,-5.289297681377029e-05
22488,-0.11449114746248319,-5.2851644359944436e-05
22576,-0.05594236148467959,-5.288189775213043e-05
22665,-0.09948238667915943,-5.2859399703105395e-05
22718,-0.05036280593373618,-5.288478082612632e-05
22781,0.002947532692745007,-5.291232740208663e-05
22834,-0.0876166943066291,-5.286553095654915e-05
22898,-0.005117239741151384,-5.2908160164145946e-05
22941,-0.03389215286632244,-5.289329155983649e-05
23047,-0.11064149778104626,-5.285363355512749e-05
23127,-0.12886642158936798,-5.2844216352737494e-05
23207,-0.09248966858692904,-5.286301298797832e-05
23289,-0.03367286902370893,-5.289340486842058e-05
23350,-0.039374248931659854,-5.289045884521292e-05
23387,-0.06369039059035647,-5.2877894182126206e-05
23449,-0.03545150463601841,-5.2892485809901294e-05
23494,-0.08564313972310764,-5.28665507337994e-05
23644,-0.09884890002272044,-5.28597270390182e-05
23715,0.0756279440834184,-5.294988290305414e-05
23797,0.061691237641760585,-5.294268151301557e-05
23868,-0.1292806244031935,-5.284400232540225e-05
23948,-0.07346070402235784,-5.287284565519282e-05
23975,-0.08544822075189563,-5.286665145253015e-05
24034,-0.08717812662140213,-5.286575757370386e-05
24089,-0.07470331246383431,-5.287220357320015e-05
24187,-0.062009214463653005,-5.287876288128726e-05
24276,-0.051264306175591655,-5.28843150019295e-05
24338,-0.010501876320882798,-5.2905377808890356e-05
24427,-0.08698320765019012,-5.2865858292448076e-05
24524,-0.04505126396820926,-5.288752541183798e-05
24631,0.028603742278524122,-5.292558450651236e-05
24711,-0.08281681464053367,-5.286801115555305e-05
24766,0.034158932958066,-5.292845499069288e-05
24837,-0.050387170805137674,-5.288476823627278e-05
24999,-0.11195720083672725,-5.285295370362298e-05
25068,0.0747995384557674,-5.294945484842446e-05
25148,-0.056088550713088596,-5.288182221307206e-05
25228,-0.03788799177616838,-5.289122682562261e-05
25291,-0.09477996649867002,-5.2861829542764945e-05
25362,-0.1137602013204382,-5.285202205522934e-05
25488,-0.08033159775758072,-5.286929531951106e-05
25521,-0.05438300971498362,-5.288270350206584e-05
25629,-0.1073035103990408,-5.285535836357545e-05
25692,-0.09443885829904902,-5.286200580057447e-05
25745,-0.10944761908237279,-5.28542504574135e-05
25825,-0.030749084455528982,-5.2894915649546757e-05
25861,-0.09275768217234553,-5.286287449970797e-05
25932,-0.0745327583640238,-5.2872291702084096e-05
26029,-0.07823621881705176,-5.287037804600756e-05
26083,-0.06427514750399246,-5.287759202589966e-05
26118,-0.11880372970054864,-5.2849415957788025e-05
26289,-0.049948603119910694,-5.288499485345504e-05
26320,-0.11578248564676268,-5.285097709828631e-05
26338,-0.09100341143143757,-5.286378096839453e-05
26346,-0.06758877001459641,-5.2875879807277695e-05
26353,-0.11008110573881176,-5.285392312151458e-05
26361,-0.11310234979259773,-5.285236198100242e-05
26379,-0.1334713822842514,-5.284183687240925e-05
26564,5.259717267309092,-5.562861115795816e-05
26582,0.0934873948207176,-5.295911125782944e-05
26653,-0.030481070870112488,-5.289505413782047e-05
26699,0.10515816822203594,-5.296514179247347e-05
26742,-0.07933263803011924,-5.286981150308019e-05
26804,0.10964130455991185,-5.296745832358321e-05
26840,0.011134129483648858,-5.291655758927816e-05
26877,0.2747133083050718,-5.305275450832823e-05
26920,-0.11807278355850365,-5.284979365307294e-05
26975,0.3027085455453949,-5.306722023766424e-05
27007,-0.11081205188085676,-5.285354542621579e-05
27070,-0.0942195744564355,-5.2862119109151615e-05
27169,-0.09358608779999653,-5.286244644506441e-05
27212,-0.09733827799582746,-5.286050760928122e-05
27285,-0.08557004510890313,-5.286658850332511e-05
27329,-0.0885912891626891,-5.2865027362826824e-05
27383,-0.032478990325035456,-5.289402177071006e-05
27436,-0.0618386603638425,-5.287885101017141e-05
27506,-0.13754031580830184,-5.283973436870414e-05
27560,-0.07246174429489634,-5.287336183872033e-05
27631,-0.0684659053850504,-5.2875426572941356e-05
27686,-0.0486572649356312,-5.288566211511316e-05
27757,-0.08067270595720172,-5.286911906172888e-05
27846,-0.10416044198824737,-5.285698245330653e-05
27908,-0.1195590407139951,-5.284902567265631e-05
27935,-0.11787786458729164,-5.284989437181757e-05
27971,-0.06140009267861552,-5.287907762735346e-05
28077,-0.12484621780812052,-5.284629367679104e-05
28139,-0.1338855850980769,-5.284162284512869e-05
28193,-0.1252847854933475,-5.2846067059622864e-05
28246,-0.11237140365055273,-5.2852739676287324e-05
28335,-0.08362085539678318,-5.2867595690756305e-05
28415,-0.11717128331664815,-5.285025947725567e-05
28497,-0.10935015959676676,-5.285430081678561e-05
28530,-0.09268458755814103,-5.286291226923369e-05
28610,-0.1145398772052862,-5.285161918027899e-05
28665,-0.05803774042520857,-5.288081502565475e-05
28709,-0.11127498443748524,-5.285330621920123e-05
28763,-0.09862961618010695,-5.2859840347595346e-05
28816,-0.11731747254505716,-5.285018393820424e-05
28889,-0.13736976170849136,-5.28398224976293e-05
28941,-0.11025165983862227,-5.285383499261676e-05
29001,-0.07246174429489634,-5.287336183872033e-05
29038,-0.10520813145851184,-5.285644109005807e-05
29092,0.002192221679298504,-5.2911937116975486e-05
29154,-0.037059586148517384,-5.28916548802729e-05
29243,-0.09850779182309945,-5.285990329680038e-05
29341,-0.10647510477138983,-5.2855786418232883e-05
29403,-0.08113563851383022,-5.286887985471431e-05
29467,-0.07587282629110628,-5.2871599260732775e-05
29519,-0.09419520958503402,-5.2862131698984546e-05
29573,-0.09185618193049006,-5.286334032390458e-05
29662,-0.11319980927820371,-5.285231162163031e-05
29724,-0.05338404998752214,-5.2883219685621096e-05
29760,-0.13149782770072996,-5.284285664971459e-05
29813,-0.09180745218768703,-5.286336550357003e-05
29902,-0.0809894492854212,-5.2868955393751866e-05
29948,-0.10313711738938437,-5.2857511226694304e-05
30014,-0.10177268459090039,-5.285821625789202e-05
30069,-0.10364877968881585,-5.285724683998654e-05
30149,-0.03888695150362986,-5.289071064206735e-05
30229,-0.10262545508995287,-5.285777561338819e-05
30274,-0.004045185399485396,-5.290871411722387e-05
30336,-0.09241657397272453,-5.2863050757490156e-05
30416,-0.1344459771403114,-5.284133327871426e-05
30470,-0.10177268459090039,-5.285821625789202e-05
30568,0.024705362854284183,-5.2923570131670696e-05
30648,-0.1212645817121001,-5.284814438367641e-05
30719,-0.09984785975018193,-5.285921085546294e-05
30773,-0.09568146674052548,-5.286136371856791e-05
30844,-0.11003237599600878,-5.28539483011939e-05
30871,-0.1261375559924,-5.284562641511904e-05
30915,0.1390740692129234,-5.2982666853630437e-05
30988,-0.09419520958503402,-5.2862131698984546e-05
31011,-0.06040113295115403,-5.287959381089484e-05
31057,-0.13671191018065085,-5.284016242337462e-05
31128,-0.10920397036835779,-5.285437635585092e-05
31208,-0.1415848844609508,-5.2837644454845e-05
31262,-0.05896360553846556,-5.2880336611639084e-05
31333,-0.07056128432557937,-5.2874343846486076e-05
31379,-0.14243765496000327,-5.2837203810327714e-05
31422,-0.1083755647407068,-5.285480441049448e-05
31510,-0.09141761424526305,-5.2863566941072754e-05
31565,-0.10303965790377836,-5.285756158606641e-05
31609,-0.11980268942801012,-5.2848899774246646e-05
31654,-0.05903670015267005,-5.288029884209949e-05
31716,0.002289681164904524,-5.2911987476325185e-05
31789,0.03362290578723302,-5.2928178014145456e-05
31841,-0.10345386071760386,-5.285734755873117e-05
31878,-0.09088158707443007,-5.286384391761345e-05
31921,-0.11990014891361613,-5.2848849414874124e-05
31976,-0.07141405482463187,-5.287390320198225e-05
32027,0.09931059908567604,-5.296212023022111e-05
32045,-0.13761341042250635,-5.283969659916455e-05
32090,-0.11897428380035913,-5.284932782888979e-05
32153,-0.11970522994240412,-5.284895013360488e-05
32161,-0.10206506304771838,-5.28580651797614e-05
32179,-0.11478352591930119,-5.2851493281841575e-05
32187,-0.09633931826836598,-5.286102379280872e-05
32195,-0.12484621780812052,-5.284629367679104e-05
32201,-0.11892555405755613,-5.2849353008582986e-05
32394,2.106050137455988,-5.399904486045516e-05
32483,0.13054636422239854,-5.297826040866156e-05
32544,0.11763298237960375,-5.2971587791983636e-05
32599,0.11463610319721927,-5.297003924134562e-05
32633,-0.0614975521642215,-5.28790272679742e-05
32660,-0.09300133088636053,-5.286274860128402e-05
32704,-0.09063793836041507,-5.2863969816036985e-05
32768,-0.12221481169675857,-5.284765337980048e-05
32811,-0.06483553954622696,-5.2877302459526455e-05
32884,-0.09945802180775794,-5.285941229295178e-05
32955,-0.13171711154334342,-5.2842743341123565e-05
33015,-0.09836160259469044,-5.285997883587957e-05
33122,-0.11583121538956567,-5.285095191860699e-05
33177,-0.1204361760844491,-5.2848572438319964e-05
33202,-0.03713268076272188,-5.289161711074024e-05
33248,0.024047511326443657,-5.292323020594609e-05
33275,-0.10849738909771428,-5.285474146127556e-05
33337,-0.10859484858332029,-5.285469110191733e-05
33364,-0.08474163948125214,-5.286701655796867e-05
33382,-0.039203694831849344,-5.2890546974104014e-05
33435,-0.01761641877012068,-5.29017015747953e-05
33514,-0.09819104849487996,-5.286006696477739e-05
33541,-0.04570911549604976,-5.288718548609267e-05
33603,-0.0886887486482951,-5.2864977003454715e-05
33621,0.02760478255106262,-5.2925068322971086e-05
33658,-0.10613399657176882,-5.2855962676028535e-05
33729,-0.11695199947403466,-5.28503727858467e-05
33765,-0.1072791455276393,-5.2855370953421844e-05
33845,-0.14236456034579875,-5.283724157983955e-05
33881,-0.13870982963557385,-5.283913005623718e-05
33952,-0.13537184225356838,-5.284085486471206e-05
33989,-0.03791235664756988,-5.289121423578295e-05
34075,-0.10038388692101492,-5.2858933878936125e-05
34155,-0.10679184809960932,-5.2855622750269336e-05
34173,-0.07684742114716628,-5.287109566702433e-05
34235,-0.012719079618419261,-5.2904232133195756e-05
34262,-0.10252799560434689,-5.285782597276071e-05
34280,-0.0489496433924492,-5.2885511037003146e-05
34333,-0.012865268846828254,-5.290415659413565e-05
34360,-0.12618628573520302,-5.284560123542625e-05
34397,-0.10101737357745391,-5.2858606543009857e-05
34422,-0.14526398004257723,-5.283574338854589e-05
34477,-0.1353962071249699,-5.2840842274866087e-05
34547,-0.07801693497443826,-5.2870491354584705e-05
34618,-0.08449799076723714,-5.286714245640609e-05
34645,-0.09704589953900947,-5.286065868738408e-05
34690,-0.05945090296649556,-5.288008481477792e-05
34770,-0.11232267390774975,-5.285276485598053e-05
34850,-0.10540305042972384,-5.285634037131344e-05
34903,-0.08047778698598972,-5.286921978045963e-05
34985,-0.02665578606007704,-5.289703074312949e-05
35054,-0.020881311537921637,-5.29000145358698e-05
35090,-0.008114118923535828,-5.2906611613475073e-05
35152,-0.08532639639488813,-5.286671440176253e-05
35269,-0.07947882725852824,-5.286973596401489e-05
35312,-0.12238536579656907,-5.284756525088878e-05
35429,-0.0820615036270872,-5.2868401440684774e-05
35731,2.8130699757847046,-5.436437691726755e-05
35759,-0.038813856889425354,-5.2890748411586126e-05
35839,-0.051386130532599154,-5.288425205271752e-05
35884,-0.0813549223564437,-5.2868766546109414e-05
35946,0.14168111045288387,-5.298401396682041e-05
36006,0.5936251100793004,-5.3217542960314644e-05
36060,0.02743422845125213,-5.292498019406612e-05
36131,-0.0002199005894499445,-5.291069072252721e-05
36202,-0.0754342586058793,-5.2871825877914826e-05
36300,-0.04646442650949624,-5.28867952009681e-05
36373,-0.11843825662952615,-5.2849604805430484e-05
36426,-0.08479036922405515,-5.2866991378303226e-05
36453,-0.03798545126177437,-5.289117646624336e-05
36499,-0.08176912517026921,-5.286855251880151e-05
36532,-0.12392035269486357,-5.284677209082058e-05
36569,-0.06320309316232647,-5.28781459789737e-05
36649,-0.12489494755092354,-5.2846268497098255e-05
36676,-0.11653779666020916,-5.2850586813168475e-05
36756,-0.005263428969560379,-5.2908084625085845e-05
36809,-0.049826778762903194,-5.288505780266681e-05
36907,-0.04943694082047919,-5.288525924014199e-05
36952,-0.07382617709338034,-5.287265680755037e-05
37011,-0.09127142501685405,-5.2863642480110724e-05
37057,-0.09594948032594197,-5.2861225230311446e-05
37100,-0.10559796940093583,-5.285623965255535e-05
37173,-0.10442845557366386,-5.285684396502231e-05
37217,-0.07119477098201836,-5.2874016510559395e-05
37280,0.12099533463301071,-5.297332519029145e-05
37324,-0.021466068451557633,-5.289971237964673e-05
37397,-0.09066230323181657,-5.28639572261906e-05
37459,-0.08388886898219966,-5.2867457202472076e-05
37547,-0.056478388655512586,-5.2881620775589947e-05
37618,-0.11646470204600468,-5.285062458270807e-05
37672,-0.0822320577268977,-5.2868313311786945e-05
37734,-0.08047778698598972,-5.286921978045963e-05
37770,-0.0169342023708787,-5.290205409040457e-05
37823,-0.07311959582273685,-5.287302191297501e-05
37850,-0.1077177132128663,-5.285514433626755e-05
37912,-0.06339801213353849,-5.2878045260242946e-05
37958,-0.08698320765019012,-5.2865858292448076e-05
38063,0.02202522700011922,-5.2922185248964896e-05
38161,-0.10518376658711036,-5.2856453679904886e-05
38241,-0.1139307554202487,-5.285193392633152e-05
38321,-0.10223561714752889,-5.285797705087745e-05
38376,-0.12357924449524256,-5.284694834861664e-05
