Siruta,X_c1,X_c2
6547,-0.23079595574229808,-0.0004962560058738221
6592,-0.24207018554775453,-0.0004962233715171464
6627,-0.26286215283390424,-0.0004961631871419882
6761,-0.1677256266856867,-0.0004964385690865239
6930,-0.21960342325427248,-0.0004962884037496326
6976,-0.2217275535074744,-0.0004962822552476682
7044,-0.1888443832415598,-0.0004963774387879955
7099,-0.022794585563369846,-0.0004968580861064371
7197,-0.2162946818983233,-0.0004962979812239151
7348,-0.17458820134987754,-0.000496418704695528
7384,-0.16168002519580424,-0.0004964560686691072
7446,-0.2115970861460498,-0.0004963115788725036
7767,-0.18373830090213206,-0.0004963922188408331
7810,-0.1843510307828634,-0.0004963904452344896
7865,-0.1039200217721977,-0.0004966232606268702
7945,-0.17916325112600479,-0.0004964054617681667
8014,-0.16600998301963893,-0.0004964435351843202
8096,0.022138939023594203,-0.0004969881505714426
8158,-0.07785857751175855,-0.0004966986980165763
8229,-0.22883522012395782,-0.0004962616814141096
8354,-0.15681903480866902,-0.0004964701392794235
8425,-0.21727504970749342,-0.0004962951434537656
8826,-0.061355719390728106,-0.0004967464671473651
9019,-0.23316517794779254,-0.0004962491479292924
9026,-0.18672025298835784,-0.0004963835872899785
9262,7.033239326303745,-0.0005172824637695227
9280,-0.1333719047060169,-0.0004965380092820627
9333,-0.1430938854802873,-0.0004965098680614568
9360,-0.1726274657315373,-0.0004964243802358156
9397,0.24529516158594394,-0.0004976340980008791
9459,0.0596380077243515,-0.0004970966952795201
9495,0.07103478350595423,-0.0004971296843574823
9538,0.10636887329479415,-0.0004972319623231568
9574,0.18050918886328485,-0.0004974465686904294
9627,0.041868841183142984,-0.0004970452606956315
9654,0.04693407486385532,-0.0004970599225080682
9690,-0.02173252043676888,-0.0004968611603574251
9743,-0.17777439672968048,-0.000496409481942549
9798,-0.14485037780505042,-0.0004965047837232846
9832,-0.2218909481423361,-0.000496281782285975
9887,-0.24174339627803115,-0.0004962243174405396
9930,-0.16143493324351169,-0.0004964567781116538
10006,-0.20783900954423096,-0.0004963224569914155
10051,-0.2100856857735792,-0.00049631595376815
10104,-0.18112398674434504,-0.0004963997862278699
10195,-0.1462800808600902,-0.00049650064530848
10239,-0.23492167027255567,-0.0004962440635911527
10293,-0.14583074561422055,-0.0004965019459531339
10346,-0.2376176817477735,-0.0004962362597232229
10373,-0.17307680097740694,-0.0004964230795911722
10417,-0.2312044423294523,-0.00049625482346958
10453,-0.19186718398650102,-0.000496368688996705
10514,-0.17385292549299997,-0.0004964208330231286
10532,-0.1666635615590857,-0.0004964416433375176
10649,-0.23573864344686407,-0.0004962416987826893
10701,-0.2241376243716843,-0.0004962752790627281
10765,-0.22699703048176384,-0.0004962670022331423
10827,-0.15661479151509194,-0.0004964707304815307
10872,-0.11817620366387993,-0.0004965819947193354
10916,-0.18104228942691422,-0.0004964000227087303
10943,-0.12569235686751756,-0.0004965602384815474
11058,-0.17201473585080598,-0.0004964261538421404
11174,-0.23492167027255567,-0.0004962440635911527
11236,-0.23316517794779254,-0.0004962491479292924
11307,-0.2555502429238437,-0.0004961843521776505
11352,-0.18055210552232917,-0.0004964014415937981
11398,0.007719362497050313,-0.0004969464117022332
11423,-0.13030825530236023,-0.0004965468773137742
11478,-0.24742135983947477,-0.0004962078820217508
11502,-0.2030597164745266,-0.0004963362911208736
11539,-0.10771894703273192,-0.000496612264267558
11584,0.29194432983895574,-0.0004977691285636432
11637,-0.21118859955889557,-0.0004963127612767317
11664,-0.22854927951294987,-0.0004962625090970691
11735,-0.1958295038818969,-0.0004963572196757079
11762,-0.23757683308905808,-0.0004962363779636497
11842,-0.1655197991150539,-0.0004964449540693741
11940,-0.031086863282600494,-0.0004968340833006147
11995,-0.16298718227469774,-0.0004964522849755714
12037,-0.11196720753913582,-0.0004965999672635945
12055,-0.1279798817555812,-0.0004965536170178644
12091,0.3537075018166736,-0.0004979479080828393
12126,-0.1919897299626473,-0.0004963683342754271
12144,-0.1151125542602233,-0.000496590862751033
12206,-0.15873892176829388,-0.0004964645819795443
12224,-0.1662550749719315,-0.0004964428257417528
12242,-0.11029241253180354,-0.0004966048151209202
12288,-0.24925954948166876,-0.0004962025612027459
12340,-0.1039200217721977,-0.0004966232606268702
12368,0.08602624125451405,-0.0004971730785926257
12402,-0.2719714037274433,-0.0004961368195277315
12457,-0.21698910909648544,-0.0004962959711367205
12509,-0.03161789584590096,-0.0004968325461751294
12572,-0.21617213592217702,-0.0004962983359451838
12643,-0.004535235117576251,-0.0004969109395754104
12689,-0.17548687184161682,-0.0004964161034062251
12778,-0.0968123551557143,-0.0004966438344604242
12812,-0.17287255768382984,-0.0004964236707932758
12849,-0.22605751133130914,-0.0004962697217628743
12876,-0.08484369815209568,-0.000496678478904283
12912,-0.2192766339845491,-0.0004962893496730536
12920,-0.17205558450952138,-0.0004964260356017299
12938,-0.1690736324232956,-0.0004964346671526052
13169,6.937163281005072,-0.0005170043622944609
13187,0.14484830980472155,-0.0004973433448013686
13276,0.03010442747310147,-0.0004970112074538791
13301,1.126686670688602,-0.0005001853716025046
13365,-0.07054666760169802,-0.0004967198630522548
13392,0.3374497356479357,-0.0004979008483945648
13490,1.2245600569707527,-0.0005004686756553433
13524,-0.11025156387308808,-0.000496604933361355
13622,1.0809361729273295,-0.0005000529423290016
13668,0.14970930019185674,-0.0004973574154116814
13757,0.10056836375720422,-0.0004972151721831097
13819,-0.03758180001835258,-0.0004968152830733984
13891,-0.22070633703958886,-0.0004962852112582422
13935,-0.12450774576477032,-0.0004965636674538052
13999,-0.14815911916099958,-0.0004964952062490403
14049,-0.1843510307828634,-0.0004963904452344896
14085,-0.16658186424165486,-0.0004964418798183851
14165,-0.03541682110643521,-0.0004968215498158096
14272,-0.11862553890974957,-0.0004965806940746885
14352,-0.2082883447901006,-0.0004963211563467721
14405,-0.1416641824252475,-0.0004965140064762567
14450,-0.09591368466397503,-0.0004966464357497295
14584,-0.10122401029697986,-0.0004966310644947709
14673,-0.18578073383790317,-0.0004963863068196828
14726,-0.2386797468743745,-0.0004962331854722453
14753,-0.21082096163045674,-0.0004963138254405424
14851,-0.11637886268040137,-0.0004965871972979321
14922,-0.15906571103801723,-0.0004964636360561696
14940,-0.05400296082195216,-0.0004967677504234582
15064,-0.18831335067825933,-0.0004963789759134855
15108,0.17082805674772983,-0.0004974185457102306
15233,-0.13292256946014724,-0.0004965393099267234
15313,-0.1936645249699796,-0.0004963634864180945
15402,-0.16212936044167386,-0.0004964547680244685
15448,-0.19905654792041527,-0.0004963478786823068
15493,-0.1890486265351369,-0.000496376847585871
15554,-0.23814871431107398,-0.0004962347225977215
15652,-0.19027408629659956,-0.0004963733003732026
15741,-0.04481201261098224,-0.0004967943545185748
15830,-0.11772686841801029,-0.0004965832953639752
15901,-0.0691986618640891,-0.0004967237649862018
15983,-0.2069811877112071,-0.0004963249400402801
16132,-0.19913824523784612,-0.0004963476422014532
16285,-0.15796279725270085,-0.0004964668285475762
16329,-0.24721711654589767,-0.0004962084732238892
16365,-0.13990769010048437,-0.0004965190908144254
16427,-0.2121689673680657,-0.000496309923506603
16454,-0.15608375895179144,-0.0004964722676070206
16472,-0.17765185075353418,-0.0004964098366638247
16506,-0.20514299806901312,-0.0004963302608593128
16551,-0.16229275507653557,-0.0004964542950627753
16613,-0.1916220920342085,-0.0004963693984392447
16659,-0.1914586973993468,-0.0004963698714009309
16739,-0.19517592534245018,-0.0004963591115224619
16757,-0.05187883056875023,-0.0004967738989254377
16908,-0.09546434941810536,-0.0004966477363943798
16944,-0.174629050008593,-0.0004964185864550897
17049,-0.09358531111719598,-0.0004966531754538196
17101,-0.0953418034419591,-0.0004966480911156473
17209,-0.09611792795755211,-0.0004966458445476154
17254,-0.03476324256698846,-0.0004968234416625705
17334,-0.21960342325427248,-0.0004962884037496326
17398,-0.18827250201954387,-0.00049637909415391
17423,-0.20914616662312446,-0.0004963186732978751
17496,-0.05179713325131937,-0.0004967741354062929
17575,-0.19750429888922924,-0.0004963523718183614
17619,-0.1345156671500487,-0.0004965346985502339
17726,-0.20138492146719433,-0.0004963411389781923
17771,-0.2259349653551629,-0.0004962700764841268
17824,-0.16919617839944187,-0.0004964343124313343
17851,-0.05339023094122084,-0.0004967695240297988
17913,-0.24419431580095644,-0.000496217223015182
17968,-0.14566735097935887,-0.0004965024189148166
18028,-0.018873114326689346,-0.0004968694371870187
18162,-0.20273292720480324,-0.0004963372370442483
18242,-0.1407246632747928,-0.0004965167260059782
18331,-0.15984183555361026,-0.000496461389488133
18411,-0.1718921898746597,-0.0004964265085634161
18475,-0.18271708443424647,-0.0004963951748513977
18527,-0.037949437946791356,-0.0004968142189096024
18554,-0.1940321628984184,-0.0004963624222542906
18581,-0.21858220678638693,-0.000496291359760209
18670,-0.07769518287689686,-0.0004966991709782672
18741,-0.09003147780895425,-0.0004966634623706012
18778,-0.07977846447138337,-0.0004966931407167109
18858,-0.09791526894103068,-0.000496640641969006
18938,-0.15976013823617943,-0.0004964616259689796
19007,-0.159719289577464,-0.0004964617442094017
19114,-0.18839504799569015,-0.000496378739432632
19141,-0.1848820633461639,-0.0004963889081089903
19212,-0.22957049598083543,-0.0004962595530865159
19249,-0.14223606364726343,-0.0004965123511103353
19338,-0.07548935530626408,-0.0004967055559610949
19392,-0.20493875477543602,-0.0004963308520614164
19560,-0.17062588145448163,-0.0004964301740165367
19631,-0.1616391765370888,-0.0004964561869095363
19695,-0.1718921898746597,-0.0004964265085634161
19793,-0.13745677057755906,-0.0004965261852397865
19999,-0.15334689881785815,-0.0004964801897153528
20048,-0.23892483882666704,-0.000496232476029701
20055,-0.17013569754989658,-0.0004964315929015976
20063,-0.16237445239396642,-0.0004964540585819149
20297,7.77697085553543,-0.0005194352671456723
20313,-0.05984431901825749,-0.0004967508420430052
20359,-0.00302383474510565,-0.0004969153144710467
20411,-0.0764697231154342,-0.000496702718190957
20466,0.11788819505254311,-0.0004972653061223641
20563,1.8652304202634298,-0.0005023231584457302
20607,-0.06907611588794285,-0.0004967241197074612
20670,-0.07026072699069008,-0.0004967206907352051
20778,0.5662022244542982,-0.000498562994761982
20821,0.697775754176672,-0.0004989438471635745
20876,0.7245724742939889,-0.0004990214128809519
20910,-0.0738554089576472,-0.0004967102855780095
20965,0.25150415771068807,-0.000497652070545144
21007,-0.030269890108292057,-0.0004968364481090694
21098,-0.18316641968011615,-0.0004963938742067613
21123,0.007229178592465218,-0.0004969449928171408
21196,0.04697492352257072,-0.0004970600407484759
21249,-0.19325603838282537,-0.0004963646688223342
21338,-0.050530824831141304,-0.0004967778008593881
21418,-0.06531803928612402,-0.0004967349978263657
21454,-0.08737631499245183,-0.0004966711479980822
21506,0.027449264656599043,-0.0004970035218263978
21560,-0.16776647534440212,-0.0004964384508461132
21597,-0.14162333376653208,-0.0004965141247166776
21668,-0.07393710627507806,-0.000496710049097149
21720,-0.12283295075743804,-0.0004965685153111378
21757,-0.0636023956200763,-0.0004967399639241216
21855,0.008577184330074148,-0.0004969488947510955
21891,-0.1908459675186155,-0.0004963716450072697
21971,-0.05694406424946254,-0.0004967592371130252
22059,-0.13692573801425859,-0.0004965277223652973
22111,-0.20575572794974445,-0.0004963284872529832
22166,0.31861850398012626,-0.0004978463395597264
22237,-0.16931872437558812,-0.0004964339577100517
22380,0.1768328095788969,-0.0004974359270523757
22460,-0.05784273474120183,-0.0004967566358237182
22488,-0.19194888130393184,-0.0004963684525158561
22576,-0.09378955441077308,-0.000496652584251702
22665,-0.166786107535232,-0.0004964412886162629
22718,-0.08443521156494146,-0.0004966796613085169
22781,0.004941653704401617,-0.0004969383713534814
22834,-0.14689281074082153,-0.0004964988717021413
22898,-0.008579252330403042,-0.0004968992337735441
22941,-0.05682151827331628,-0.0004967595918342865
23047,-0.18549479322689522,-0.0004963871345026469
23127,-0.21604958994603074,-0.0004962986906664386
23207,-0.1550625424839059,-0.0004964752236175888
23289,-0.05645388034487748,-0.0004967606559980937
23350,-0.0660124664842862,-0.000496732987739171
23387,-0.10677942788227723,-0.0004966149837972797
23449,-0.05943583243110328,-0.0004967520244472333
23494,-0.14358406938487234,-0.0004965084491763809
23644,-0.165724042408631,-0.0004964443628672566
23715,0.1267932026525051,-0.0004972910825345241
23797,0.10342776986728375,-0.0004972234490126979
23868,-0.21674401714419295,-0.0004962966805792416
23948,-0.12315974002716143,-0.0004965675693877515
23975,-0.143257280115149,-0.0004965093950997672
24034,-0.14615753488394392,-0.0004965010000297522
24089,-0.12524302162164794,-0.0004965615391262011
24187,-0.10396087043091312,-0.0004966231423864434
24276,-0.08594661193741207,-0.0004966752864128843
24338,-0.017606805906511275,-0.0004968731026401196
24427,-0.14583074561422055,-0.0004965019459531339
24524,-0.07553020396497949,-0.0004967054377206734
24631,0.04795529133174087,-0.0004970628785186347
24711,-0.13884562497388342,-0.000496522165065418
24766,0.057268785518857016,-0.000497089837334998
24837,-0.08447606022365688,-0.000496679543068104
24999,-0.18770062079752797,-0.0004963807495198104
25068,0.12540434825618071,-0.0004972870623601452
25148,-0.0940346463630656,-0.0004966518748091727
25228,-0.06352069830264548,-0.0004967402004049571
25291,-0.15890231640315555,-0.0004964641090178511
25362,-0.1907234215424692,-0.0004963719997285593
25488,-0.13467906178491038,-0.0004965342255885373
25521,-0.09117524025298608,-0.0004966601516387632
25629,-0.1798985269828824,-0.000496403333440573
25692,-0.15833043518113965,-0.0004964657643837771
25745,-0.1834932089498395,-0.0004963929282833727
25825,-0.05155204129902685,-0.0004967748448488233
25861,-0.15551187772977554,-0.000496473922972942
25932,-0.12495708101063996,-0.0004965623668091583
26029,-0.13116607713538408,-0.0004965443942648888
26083,-0.10775979569144735,-0.0004966121460271383
26118,-0.19917909389656152,-0.0004963475239610288
26289,-0.0837407843667793,-0.0004966816713956942
26320,-0.19411386021584923,-0.0004963621857734511
26338,-0.15257077430226518,-0.0004964824362833825
26346,-0.11331521327674472,-0.000496596065329647
26353,-0.18455527407644048,-0.0004963898540323789
26361,-0.1896205077571528,-0.0004963751922199427
26379,-0.2237699864432455,-0.0004962763432265319
26564,8.818121468874104,-0.0005224489790410326
26582,0.1567352694909093,-0.0004973777527643692
26653,-0.05110270605315721,-0.0004967761454934737
26699,0.17630177701559643,-0.0004974343899268856
26742,-0.1330042667775781,-0.0004965390734458735
26804,0.18381793021923398,-0.0004974561461646563
26840,0.018666803032783345,-0.000496978100135509
26877,0.46056759301621725,-0.0004982572250287588
26920,-0.19795363413509887,-0.000496351071173711
26975,0.5075027018802369,-0.000498393083274471
27007,-0.18578073383790317,-0.0004963863068196828
27070,-0.15796279725270085,-0.0004964668285475762
27169,-0.1569007321260999,-0.0004964699027985596
27212,-0.16319142556827487,-0.0004964516937734608
27285,-0.1434615234087261,-0.0004965088038976461
27329,-0.1485267570894384,-0.0004964941420852331
27383,-0.0544522960678218,-0.0004967664497788103
27436,-0.10367492981990516,-0.0004966239700694076
27506,-0.23059171244872095,-0.0004962565970759327
27560,-0.12148494501982911,-0.0004965724172450876
27631,-0.11478576499049993,-0.0004965918086744112
27686,-0.08157580545486194,-0.0004966879381381073
27757,-0.1352509430069263,-0.000496532570222616
27846,-0.174629050008593,-0.0004964185864550897
27908,-0.2004454023167396,-0.0004963438585079244
27935,-0.19762684486537552,-0.0004963520170970857
27971,-0.10293965396302758,-0.0004966260983970116
28077,-0.20930956125798614,-0.0004963182003361935
28139,-0.2244644136414077,-0.0004962743331393627
28193,-0.21004483711486377,-0.000496316072008579
28246,-0.18839504799569015,-0.000496378739432632
28335,-0.14019363071149235,-0.0004965182631314752
28415,-0.19644223376262823,-0.0004963554460693575
28497,-0.18332981431497783,-0.0004963934012450681
28530,-0.15538933175362926,-0.0004964742776942094
28610,-0.1920305786213627,-0.0004963682160350166
28665,-0.09730253906029936,-0.0004966424155753505
28709,-0.18655685835349614,-0.0004963840602516577
28763,-0.1653564044801922,-0.0004964454270310603
28816,-0.19668732571492076,-0.0004963547366268155
28889,-0.230305771837713,-0.0004962574247589015
28941,-0.18484121468744846,-0.0004963890263494009
29001,-0.12148494501982911,-0.0004965724172450876
29038,-0.17638554233335613,-0.0004964135021169314
29092,0.003675345284223522,-0.0004969347059003669
29154,-0.06213184390632112,-0.0004967442205793326
29243,-0.1651521611866151,-0.000496446018233171
29341,-0.17850967258655806,-0.0004964073536149415
29403,-0.1360270675225193,-0.0004965303236545841
29467,-0.12720375723998817,-0.0004965558635859113
29519,-0.15792194859398542,-0.0004964669467879914
29573,-0.15400047735730493,-0.000496478297868578
29662,-0.18978390239201448,-0.0004963747192582635
29724,-0.08950044524565379,-0.0004966649994960888
29760,-0.22046124508729634,-0.0004962859207007865
29813,-0.15391878003987408,-0.0004964785343494314
29902,-0.13578197557022675,-0.0004965310330971261
29948,-0.17291340634254526,-0.0004964235525528514
30014,-0.17062588145448163,-0.0004964301740165367
30069,-0.17377122817556911,-0.0004964210695039821
30149,-0.06519549330997776,-0.0004967353525476211
30229,-0.17205558450952138,-0.0004964260356017299
30274,-0.006781911346924475,-0.0004969044363521473
30336,-0.1549399965077596,-0.0004964755783388633
30416,-0.22540393279186235,-0.0004962716136096376
30470,-0.17062588145448163,-0.0004964301740165367
30568,0.041419505937273365,-0.0004970439600509954
30648,-0.20330480842681914,-0.00049633558167832
30719,-0.16739883741596331,-0.0004964395150099379
30773,-0.16041371677562616,-0.0004964597341222256
30844,-0.18447357675900966,-0.0004963900905132255
30871,-0.2114745401699035,-0.0004963119335937814
30915,0.23316310994746367,-0.0004975989805953433
30988,-0.15792194859398542,-0.0004964669467879914
31011,-0.10126485895569529,-0.0004966309462543511
31057,-0.2292028580523966,-0.0004962606172503198
31128,-0.1830847223626853,-0.000496394110687601
31208,-0.237372589795481,-0.0004962369691657533
31262,-0.0988547880914854,-0.0004966379224392809
31333,-0.11829874964002624,-0.0004965816399980562
31379,-0.23880229285052076,-0.0004962328307509697
31422,-0.18169586796636095,-0.0004963981308619694
31510,-0.15326520150042733,-0.0004964804261961889
31565,-0.17275001170768356,-0.0004964240255145468
31609,-0.20085388890389386,-0.0004963426761036961
31654,-0.09897733406763165,-0.000496637567718018
31716,0.003838739919085235,-0.0004969351788620722
31789,0.05637011502711775,-0.0004970872360457084
31841,-0.17344443890584577,-0.0004964220154273476
31878,-0.15236653100868805,-0.0004964830274854896
31921,-0.20101728353875553,-0.0004963422031420099
31976,-0.11972845269506598,-0.0004965775015832564
32027,0.16649809892389517,-0.0004974060122254366
32045,-0.2307142584248672,-0.0004962562423546871
32090,-0.19946503450756947,-0.0004963466962780785
32153,-0.20069049426903213,-0.0004963431490653986
32161,-0.17111606535906668,-0.0004964287551314689
32179,-0.19243906520851695,-0.0004963670336307906
32187,-0.16151663056094254,-0.0004964565416307934
32195,-0.20930956125798614,-0.0004963182003361935
32201,-0.19938333719013862,-0.0004963469327589182
32394,3.530875328043472,-0.0005071445299229175
32483,0.21886607939706604,-0.0004975575964473748
32544,0.1972162902778924,-0.0004974949290233242
32599,0.1921919052558955,-0.0004974803854513125
32633,-0.10310304859788925,-0.0004966256254353288
32660,-0.15592036431692977,-0.0004964727405687126
32704,-0.15195804442153385,-0.0004964842098897143
32768,-0.2048979061167206,-0.0004963309703018479
32811,-0.10869931484190207,-0.0004966094264974028
32884,-0.16674525887651656,-0.000496441406856678
32955,-0.2208288830157351,-0.0004962848565369689
33015,-0.16490706923432258,-0.0004964467276757038
33122,-0.19419555753328008,-0.0004963619492926044
33177,-0.20191595403049478,-0.0004963396018527024
33202,-0.06225438988246738,-0.0004967438658580685
33248,0.04031659215195694,-0.0004970407675595624
33275,-0.18190011125993807,-0.0004963975396598657
33337,-0.18206350589479975,-0.0004963970666981656
33364,-0.14207266901240173,-0.0004965128240720354
33382,-0.06572652587327824,-0.0004967338154221352
33435,-0.029534614251414456,-0.0004968385764366845
33514,-0.16462112862331463,-0.000496447555358654
33541,-0.0766331177502959,-0.0004967022452292552
33603,-0.1486901517243001,-0.0004964936691235296
33621,0.04628049632440855,-0.0004970580306612916
33658,-0.17793779136454216,-0.0004964090089808697
33729,-0.19607459583418949,-0.0004963565102331543
33765,-0.17985767832416696,-0.0004964034516809882
33845,-0.2386797468743745,-0.0004962331854722453
33881,-0.23255244806706118,-0.0004962509215356545
33952,-0.22695618182304841,-0.0004962671204735528
33989,-0.06356154696136089,-0.0004967400821645362
34075,-0.1682975079077026,-0.0004964369137206233
34155,-0.17904070514985854,-0.0004964058164894561
34173,-0.12883770358860505,-0.0004965511339689997
34235,-0.02132403384961466,-0.0004968623427616541
34262,-0.1718921898746597,-0.0004964265085634161
34280,-0.082065989359447,-0.0004966865192530407
34333,-0.021569125801907188,-0.0004968616333191196
34360,-0.21155623748733435,-0.000496311697112928
34397,-0.16935957303430355,-0.0004964338394696273
34422,-0.24354073726150968,-0.0004962191148619476
34477,-0.22699703048176384,-0.0004962670022331423
34547,-0.1307984392069453,-0.0004965454584287029
34618,-0.1416641824252475,-0.0004965140064762567
34645,-0.1627012416636898,-0.0004964531126585356
34690,-0.09967176126579384,-0.0004966355576308268
34770,-0.18831335067825933,-0.0004963789759134855
34850,-0.1767123316030795,-0.0004964125561935428
34903,-0.13492415373720293,-0.0004965335161460046
34985,-0.04468946663483597,-0.0004967947092398505
35054,-0.03500833451928099,-0.0004968227322200358
35090,-0.013603637352399922,-0.0004968846902015533
35152,-0.1430530368215719,-0.0004965099863018777
35269,-0.1332493587298706,-0.0004965383640033418
35312,-0.20518384672772855,-0.0004963301426188976
35429,-0.13757931655370534,-0.0004965258305185329
35731,4.716221706647585,-0.0005105756305107327
35759,-0.0650729473338315,-0.0004967357072689013
35839,-0.08615085523098917,-0.0004966746952107645
35884,-0.13639470545095808,-0.0004965292594907907
35946,0.2375339164300138,-0.0004976116323205617
36006,0.9952356869423742,-0.0004998048739220116
36060,0.0459945557134006,-0.000497057202978338
36131,-0.0003686719286032274,-0.0004969230000985251
36202,-0.12646848138311056,-0.0004965579919135085
36300,-0.07789942617047396,-0.000496698579776153
36373,-0.1985663640158302,-0.0004963492975673815
36426,-0.14215436632983258,-0.0004965125875911785
36453,-0.06368409293750714,-0.0004967397274432733
36499,-0.1370891326491203,-0.0004965272494036007
36532,-0.20775731222680013,-0.0004963226934722574
36569,-0.10596245470796878,-0.0004966173486057338
36649,-0.20939125857541702,-0.0004963179638553538
36676,-0.19538016863602728,-0.0004963585203203513
36756,-0.00882434428269557,-0.0004968985243310104
36809,-0.08353654107320219,-0.0004966822625978118
36907,-0.08288296253375542,-0.000496684154444582
36952,-0.12377246990789273,-0.0004965657957814092
37011,-0.1530201095481348,-0.0004964811356387321
37057,-0.1608630520214958,-0.0004964584334775683
37100,-0.17703912087280288,-0.0004964116102701635
37173,-0.17507838525446262,-0.0004964172858104464
37217,-0.11936081476662716,-0.000496578565747067
37280,0.20285340518062067,-0.0004975112462016793
37324,-0.035988702328451125,-0.0004968198944498844
37397,-0.15199889308024925,-0.0004964840916493038
37459,-0.14064296595736198,-0.0004965169624868283
37547,-0.09468822490251236,-0.0004966499829624082
37618,-0.195257622659881,-0.0004963588750416084
37672,-0.1378652571647133,-0.0004965250028355618
37734,-0.13492415373720293,-0.0004965335161460046
37770,-0.028390851807382655,-0.0004968418871685138
37823,-0.12258785880514551,-0.0004965692247536729
37850,-0.1805929541810446,-0.0004964013233533599
37912,-0.10628924397769217,-0.0004966164026823464
37958,-0.14583074561422055,-0.0004965019459531339
38063,0.03692615347857695,-0.0004970309536044921
38161,-0.1763446936746407,-0.0004964136203573466
38241,-0.19100936215347716,-0.0004963711720455812
38321,-0.17140200597007466,-0.0004964279274484909
38376,-0.2071854310047842,-0.0004963243488381765
38456,-0.17532347720675515,-0.0004964165763679251
38492,-0.16008692750590278,-0.000496460680045598
38544,-0.17491499061960092,-0.0004964177587721534
38580,-0.14452358853532704,-0.0004965057296466592
38633,-0.13574112691151136,-0.0004965311513375482
38679,-0.17266831439025274,-0.0004964242619953864
38731,-0.2002820076818779,-0.0004963443314696106
38811,-0.14525886439220465,-0.0004965036013190483
38848,-0.19864806133326104,-0.0004963490610865418
38893,-0.16984975693888862,-0.0004964324205845617
38982,-0.09182881879243282,-0.0004966582597919988
39051,-0.15702327810224614,-0.0004964695480773059
39122,-0.11298842400702137,-0.0004965970112530264
39168,-0.04452607199997429,-0.0004967951822015338
39220,-0.17054418413705077,-0.0004964304104973832
39266,-0.13651725142710436,-0.000496528904769522
39328,-0.05772018876505555,-0.0004967569905449892
39391,-0.07344692237049298,-0.0004967114679822314
39417,-0.01053998794874328,-0.0004968935582332602
39532,-0.16752138339210956,-0.000496439160288653
39612,-0.20113982951490178,-0.0004963418484207598
39658,-0.20310056513324204,-0.0004963361728804492
39694,-0.14436019390046537,-0.0004965062026083558
39738,-0.08141241082000024,-0.0004966884110997982
39792,-0.16282378763983607,-0.0004964527579372715
39836,-0.10367492981990516,-0.0004966239700694076
39872,0.039622164953794774,-0.000497038757472379
39942,-0.20032285634059335,-0.0004963442132291954
39959,-0.22662939255332504,-0.0004962680663969738
39967,-0.19917909389656152,-0.0004963475239610288
39975,-0.1564922455389457,-0.0004964710852027913
39983,-0.19926079121399237,-0.0004963472874801822
40035,-0.22499544620470815,-0.0004962727960138587
40198,11.60011937068791,-0.0005305017430326476
